amount,failure_type,payment_method,customer_history,retry_number,time_since_failure_hours,card_issuer,is_recoverable
6420.13,timeout,netbanking,good,1,63,HDFC,1
21089.45,timeout,card,bad,2,26,Axis,1
24098.99,timeout,card,medium,1,6,ICICI,1
18877.96,timeout,netbanking,medium,2,23,Axis,1
18223.14,hard_decline,card,bad,2,7,None,0
2708.21,duplicate,upi,good,1,66,None,0
34308.38,hard_decline,netbanking,medium,3,10,SBI,0
21867.1,soft_decline,netbanking,medium,1,65,None,1
9820.21,soft_decline,card,good,3,0,None,1
40820.07,timeout,card,good,2,6,ICICI,1
40147.78,duplicate,card,good,2,23,HDFC,0
24370.94,soft_decline,netbanking,medium,2,11,ICICI,1
14992.69,soft_decline,netbanking,good,3,62,None,0
31940.83,timeout,card,medium,2,71,SBI,1
14478.79,duplicate,upi,medium,1,12,Axis,0
11876.8,soft_decline,netbanking,bad,2,69,None,0
36552.68,soft_decline,card,medium,3,23,Axis,1
2112.23,timeout,card,bad,3,37,None,1
4828.95,soft_decline,card,good,1,70,HDFC,1
438.73,timeout,card,bad,1,9,None,1
7731.87,soft_decline,netbanking,good,3,29,None,0
3542.6,soft_decline,netbanking,bad,3,26,None,0
49790.54,soft_decline,card,medium,1,29,None,0
14511.62,soft_decline,card,medium,1,1,ICICI,0
7548.47,soft_decline,card,medium,1,7,HDFC,1
12125.71,soft_decline,upi,good,1,16,HDFC,0
46812.67,timeout,upi,bad,3,47,SBI,0
26056.0,soft_decline,upi,bad,2,63,ICICI,0
18304.42,duplicate,upi,good,3,60,Axis,0
43682.23,soft_decline,card,bad,1,12,SBI,0
19810.01,timeout,card,good,3,20,HDFC,1
16816.93,soft_decline,netbanking,bad,1,1,HDFC,0
10443.4,soft_decline,card,bad,3,22,HDFC,0
18952.06,hard_decline,upi,good,1,15,HDFC,1
15902.55,hard_decline,card,medium,1,12,None,0
33897.47,timeout,upi,medium,3,3,ICICI,1
14550.18,timeout,upi,medium,1,1,HDFC,1
28902.27,timeout,upi,bad,2,64,None,1
3388.02,hard_decline,netbanking,medium,1,25,None,0
9645.33,timeout,card,bad,1,29,HDFC,0
20429.52,timeout,upi,good,1,37,None,1
46853.77,duplicate,card,medium,2,19,None,0
18924.87,timeout,upi,medium,3,24,SBI,1
33237.3,soft_decline,card,bad,2,51,ICICI,0
12828.85,soft_decline,netbanking,good,2,9,HDFC,1
6438.98,hard_decline,card,bad,2,40,None,0
3020.98,timeout,card,medium,3,60,Axis,0
15340.13,hard_decline,card,medium,1,1,Axis,0
7967.29,timeout,netbanking,medium,2,6,None,1
8783.12,soft_decline,card,bad,1,59,SBI,0
38061.89,soft_decline,card,medium,2,60,ICICI,1
890.32,soft_decline,card,medium,2,26,None,1
27934.73,hard_decline,card,medium,2,0,ICICI,0
19035.12,timeout,card,medium,2,26,ICICI,0
25376.84,soft_decline,upi,good,2,59,ICICI,1
28185.23,timeout,card,bad,2,52,None,1
15737.05,soft_decline,upi,good,3,35,None,0
14825.93,soft_decline,card,bad,1,23,ICICI,0
36696.75,timeout,card,medium,1,34,HDFC,1
43576.72,soft_decline,upi,medium,3,32,ICICI,1
9709.82,timeout,card,medium,2,16,Axis,1
4971.18,timeout,card,medium,3,68,Axis,1
44900.01,timeout,card,bad,3,34,ICICI,1
17559.78,soft_decline,card,bad,3,46,ICICI,0
27610.74,hard_decline,upi,good,1,58,None,1
18041.2,timeout,upi,bad,3,60,ICICI,0
6377.54,timeout,upi,medium,2,21,ICICI,0
29507.65,timeout,card,bad,3,26,Axis,0
26304.53,soft_decline,card,good,1,71,SBI,0
10229.38,soft_decline,card,good,1,14,ICICI,0
22648.27,hard_decline,upi,medium,2,35,SBI,0
39867.68,timeout,card,medium,3,56,HDFC,1
29562.26,soft_decline,card,bad,2,40,ICICI,1
4936.17,soft_decline,upi,good,3,44,SBI,1
27446.27,timeout,card,good,2,42,SBI,1
35166.64,soft_decline,netbanking,good,2,11,None,1
39655.9,soft_decline,card,good,2,67,ICICI,1
31492.97,soft_decline,upi,medium,1,66,SBI,0
7717.64,soft_decline,card,medium,1,3,None,1
35537.65,hard_decline,netbanking,medium,3,64,None,0
33899.36,soft_decline,card,good,1,4,ICICI,0
1318.9,soft_decline,card,good,2,1,ICICI,1
20646.21,soft_decline,card,good,1,45,Axis,0
16714.22,soft_decline,netbanking,bad,1,8,Axis,0
33503.66,timeout,netbanking,bad,3,7,SBI,0
10885.18,soft_decline,card,bad,2,57,HDFC,0
29584.51,hard_decline,upi,bad,1,62,ICICI,0
45668.98,soft_decline,upi,bad,1,60,None,0
39910.34,soft_decline,card,medium,3,14,None,0
46080.74,soft_decline,card,medium,3,41,HDFC,0
48927.45,soft_decline,netbanking,bad,2,49,SBI,0
632.44,timeout,card,medium,3,50,SBI,1
31174.79,hard_decline,card,good,2,24,SBI,0
20700.69,timeout,card,medium,2,21,SBI,0
43006.74,soft_decline,card,bad,1,21,SBI,0
12665.55,soft_decline,upi,bad,1,68,None,0
49053.37,soft_decline,card,good,1,68,ICICI,1
30724.03,timeout,card,bad,1,65,Axis,1
39697.52,soft_decline,card,bad,1,63,Axis,1
4371.42,hard_decline,card,good,2,21,None,0
9254.55,soft_decline,card,bad,1,12,Axis,1
37944.34,soft_decline,netbanking,bad,1,26,HDFC,0
1197.13,duplicate,card,good,1,46,Axis,0
40862.21,hard_decline,upi,medium,2,20,Axis,0
796.06,timeout,card,medium,3,30,HDFC,0
32890.23,timeout,card,medium,3,37,HDFC,1
18318.19,hard_decline,card,bad,1,38,HDFC,0
30613.59,soft_decline,upi,medium,3,35,HDFC,0
34831.97,timeout,netbanking,medium,2,64,HDFC,1
17189.51,soft_decline,card,bad,1,10,None,0
5487.33,hard_decline,card,bad,2,68,ICICI,0
3575.33,timeout,upi,good,2,33,ICICI,1
29487.91,timeout,card,bad,1,4,None,1
26080.7,timeout,upi,good,2,19,None,0
37135.83,timeout,card,medium,1,62,Axis,1
25535.8,soft_decline,upi,bad,2,44,SBI,1
21180.04,soft_decline,upi,bad,3,41,HDFC,0
19964.55,soft_decline,card,bad,3,12,None,0
1419.7,timeout,upi,good,3,8,None,0
16844.3,duplicate,card,good,2,4,SBI,0
48803.41,soft_decline,card,bad,1,37,Axis,0
43690.42,soft_decline,card,good,3,48,SBI,0
16535.97,hard_decline,card,good,1,27,ICICI,0
29430.99,timeout,card,bad,3,42,SBI,1
42380.11,hard_decline,netbanking,medium,3,69,Axis,1
22119.59,soft_decline,upi,medium,2,40,HDFC,0
996.1,duplicate,card,good,3,43,SBI,0
3818.07,timeout,netbanking,bad,1,28,None,1
25568.6,soft_decline,card,bad,1,67,SBI,1
48475.02,duplicate,upi,good,3,24,HDFC,0
34691.16,hard_decline,card,medium,1,67,None,0
3638.72,soft_decline,upi,good,1,13,Axis,1
9549.11,hard_decline,upi,bad,1,58,Axis,0
38589.02,timeout,upi,medium,1,61,Axis,1
42087.84,timeout,card,bad,1,16,ICICI,1
30922.96,soft_decline,card,medium,3,18,SBI,1
32256.72,duplicate,card,medium,1,28,ICICI,0
1514.04,soft_decline,card,bad,1,65,None,0
41443.66,timeout,card,medium,3,44,Axis,0
39434.93,timeout,upi,bad,2,70,None,0
13025.85,soft_decline,netbanking,medium,1,27,Axis,1
35462.97,soft_decline,card,good,2,58,SBI,1
10821.24,timeout,card,medium,2,53,None,0
2112.48,hard_decline,netbanking,medium,3,7,Axis,0
10136.71,timeout,netbanking,medium,2,9,ICICI,1
9013.58,hard_decline,card,bad,2,20,ICICI,0
16953.63,timeout,card,medium,2,34,None,1
20980.63,hard_decline,upi,bad,3,3,None,0
25476.09,soft_decline,upi,medium,1,52,SBI,0
23890.02,soft_decline,card,good,3,24,ICICI,0
13606.66,timeout,upi,good,3,19,Axis,1
1555.62,hard_decline,upi,bad,3,70,SBI,0
30294.57,soft_decline,card,good,1,70,None,1
19847.67,duplicate,upi,good,2,21,None,0
15003.74,timeout,card,good,1,48,SBI,1
43360.36,soft_decline,upi,medium,2,5,None,0
37362.49,duplicate,upi,medium,1,50,HDFC,0
42902.5,timeout,card,good,3,26,ICICI,1
24799.64,soft_decline,upi,medium,3,17,HDFC,0
6633.47,soft_decline,upi,medium,2,11,None,1
34841.45,timeout,netbanking,bad,3,27,None,1
10383.08,timeout,card,bad,3,18,Axis,1
22117.36,soft_decline,card,medium,1,42,None,0
3343.54,soft_decline,netbanking,medium,2,14,SBI,1
41282.89,soft_decline,upi,good,1,68,Axis,1
6384.44,hard_decline,netbanking,bad,1,35,ICICI,0
45164.57,soft_decline,card,medium,3,41,Axis,1
43225.11,soft_decline,card,medium,1,44,ICICI,1
23282.68,timeout,card,bad,2,29,HDFC,1
37243.97,timeout,netbanking,bad,3,38,None,1
31010.31,hard_decline,netbanking,bad,2,45,None,0
40173.47,soft_decline,upi,bad,2,57,None,0
21647.07,hard_decline,card,bad,2,29,None,0
39311.84,soft_decline,card,bad,2,55,None,0
23176.6,duplicate,upi,good,1,53,None,0
47054.19,timeout,upi,bad,3,36,ICICI,0
24369.97,soft_decline,upi,bad,1,21,None,0
23184.7,soft_decline,card,good,3,23,None,1
39275.09,hard_decline,card,medium,1,68,None,0
41096.73,timeout,card,good,3,32,Axis,1
27769.01,hard_decline,upi,bad,2,16,ICICI,0
9071.91,timeout,card,medium,2,61,None,1
23441.14,timeout,netbanking,good,1,11,Axis,1
48406.82,hard_decline,upi,good,1,29,Axis,0
37674.01,timeout,card,bad,2,12,Axis,1
40577.01,timeout,card,medium,1,5,None,1
1737.99,timeout,netbanking,medium,1,66,HDFC,1
23446.19,duplicate,card,medium,3,10,HDFC,0
32366.39,soft_decline,card,good,3,59,ICICI,0
41518.63,soft_decline,netbanking,good,3,9,SBI,0
2558.76,timeout,upi,medium,1,15,SBI,0
42636.7,timeout,upi,medium,2,41,SBI,1
27465.21,duplicate,card,medium,2,43,HDFC,0
9945.97,soft_decline,netbanking,medium,2,18,None,0
15931.04,timeout,card,good,2,14,ICICI,0
14168.28,soft_decline,card,bad,3,38,None,0
26589.87,hard_decline,card,good,3,4,None,0
2679.12,soft_decline,card,good,1,30,HDFC,0
8010.95,soft_decline,netbanking,good,2,27,HDFC,1
40653.38,soft_decline,upi,good,1,37,Axis,1
6716.94,timeout,upi,good,2,51,HDFC,1
11746.47,soft_decline,netbanking,medium,2,14,Axis,1
22723.19,soft_decline,card,bad,1,18,HDFC,0
25904.33,soft_decline,card,good,3,34,SBI,1
38204.16,soft_decline,upi,medium,1,14,SBI,0
22421.89,duplicate,upi,bad,1,46,Axis,0
39514.24,soft_decline,card,good,2,55,ICICI,1
30955.48,soft_decline,card,bad,3,19,HDFC,0
5743.68,timeout,card,good,1,8,None,1
7900.94,timeout,card,good,3,4,ICICI,1
21907.98,timeout,card,medium,3,10,HDFC,0
19904.78,timeout,card,good,3,1,SBI,1
37202.86,duplicate,card,bad,3,51,None,0
29078.78,soft_decline,card,good,2,19,ICICI,1
19467.84,duplicate,card,medium,2,20,SBI,0
8620.94,timeout,netbanking,medium,2,50,SBI,1
11419.17,hard_decline,netbanking,good,2,29,HDFC,1
28817.5,timeout,upi,bad,2,47,None,0
21229.6,timeout,netbanking,medium,1,0,None,1
25794.88,soft_decline,netbanking,bad,3,34,HDFC,1
8616.8,soft_decline,card,bad,2,25,HDFC,0
33179.02,duplicate,card,medium,3,8,HDFC,0
42641.68,hard_decline,netbanking,medium,2,39,None,0
12971.18,soft_decline,upi,good,2,20,SBI,1
24626.56,timeout,card,good,1,11,None,1
48778.81,hard_decline,upi,good,3,36,SBI,0
16728.76,soft_decline,card,bad,2,70,HDFC,0
29792.81,timeout,card,medium,2,23,ICICI,0
4600.77,timeout,card,good,1,49,SBI,1
30340.15,soft_decline,card,good,3,53,HDFC,0
4572.63,duplicate,card,good,3,27,HDFC,0
47965.85,soft_decline,netbanking,good,2,3,ICICI,1
35811.57,hard_decline,card,medium,1,11,SBI,0
39429.17,soft_decline,card,good,1,66,ICICI,0
35234.81,timeout,card,good,2,36,None,1
29527.48,soft_decline,upi,medium,3,3,SBI,0
22550.65,soft_decline,netbanking,bad,2,14,HDFC,1
42932.83,timeout,card,medium,3,27,SBI,1
47846.1,soft_decline,card,bad,1,36,None,0
25001.91,timeout,card,good,2,8,SBI,0
46583.6,hard_decline,upi,bad,2,13,ICICI,0
29208.31,duplicate,card,good,2,66,HDFC,0
26965.37,hard_decline,card,bad,3,49,SBI,1
22778.69,soft_decline,card,bad,3,24,HDFC,0
10543.46,soft_decline,card,bad,1,38,ICICI,0
285.61,timeout,netbanking,bad,3,25,HDFC,0
12151.16,timeout,card,medium,3,59,Axis,1
25535.19,soft_decline,card,good,2,51,None,1
19060.0,timeout,netbanking,medium,1,69,ICICI,1
22479.41,hard_decline,netbanking,medium,1,25,HDFC,0
49034.35,duplicate,card,good,2,47,ICICI,0
17578.59,duplicate,netbanking,medium,3,53,Axis,0
22663.93,duplicate,upi,medium,3,40,None,0
6762.43,timeout,card,good,2,0,SBI,1
2493.09,duplicate,card,medium,2,20,ICICI,0
38792.93,soft_decline,card,medium,3,71,None,0
28577.09,timeout,card,good,1,24,SBI,1
38059.17,timeout,card,medium,2,17,SBI,1
7578.15,duplicate,upi,bad,3,14,SBI,0
28634.26,hard_decline,netbanking,bad,2,41,ICICI,1
12756.76,soft_decline,card,medium,1,19,None,1
11480.28,hard_decline,card,medium,1,15,ICICI,0
675.15,timeout,card,good,3,6,ICICI,0
6604.0,soft_decline,upi,good,1,4,ICICI,1
15532.48,soft_decline,upi,good,2,17,Axis,1
5932.25,hard_decline,card,bad,1,17,None,0
49294.34,soft_decline,upi,bad,3,63,ICICI,0
15500.77,soft_decline,card,bad,2,24,None,0
6603.16,soft_decline,upi,medium,1,25,Axis,1
10034.21,duplicate,card,good,1,68,None,0
29426.39,timeout,card,medium,1,15,ICICI,1
3295.77,soft_decline,card,medium,3,62,ICICI,1
43135.46,timeout,netbanking,medium,3,71,Axis,0
48078.83,timeout,upi,medium,1,57,None,1
12412.7,soft_decline,netbanking,bad,2,26,None,0
22559.75,soft_decline,card,bad,1,48,Axis,0
1204.51,timeout,card,medium,2,46,SBI,0
32071.44,hard_decline,card,bad,2,70,None,0
20754.91,timeout,upi,good,3,49,Axis,1
13575.92,hard_decline,netbanking,medium,1,45,Axis,0
10421.17,soft_decline,netbanking,good,3,7,ICICI,0
32735.75,duplicate,upi,good,1,1,None,0
20869.23,soft_decline,upi,good,2,17,ICICI,0
9065.0,timeout,netbanking,good,3,35,SBI,1
34486.54,soft_decline,card,bad,3,41,ICICI,0
28297.11,soft_decline,netbanking,medium,3,10,HDFC,1
42947.74,hard_decline,netbanking,bad,2,58,HDFC,0
5962.05,soft_decline,card,good,3,51,ICICI,1
39304.76,hard_decline,upi,good,1,48,Axis,0
33708.49,soft_decline,card,medium,1,55,None,1
5839.05,hard_decline,card,medium,2,69,None,0
34771.55,timeout,upi,medium,3,29,ICICI,0
22133.21,soft_decline,card,medium,1,54,HDFC,1
47254.74,timeout,card,bad,3,27,Axis,1
7166.41,soft_decline,netbanking,medium,1,50,HDFC,1
32177.39,soft_decline,card,medium,2,26,None,0
19160.8,timeout,card,medium,1,51,None,1
47845.05,hard_decline,upi,bad,1,33,None,0
16565.75,hard_decline,card,medium,1,31,Axis,0
48113.08,soft_decline,card,medium,2,43,None,1
45084.14,timeout,card,good,1,3,SBI,1
13592.12,timeout,card,medium,2,47,None,0
40196.73,soft_decline,card,bad,2,15,None,0
49780.65,soft_decline,netbanking,good,1,59,HDFC,1
12707.88,timeout,card,bad,3,46,None,1
21895.18,hard_decline,card,medium,1,14,ICICI,0
26057.02,soft_decline,netbanking,medium,2,55,None,1
14817.06,soft_decline,netbanking,bad,3,15,HDFC,0
861.72,soft_decline,card,medium,1,0,ICICI,0
11084.45,hard_decline,upi,bad,1,24,None,0
14168.65,timeout,upi,medium,1,63,None,0
22235.63,hard_decline,upi,good,1,42,HDFC,0
8638.01,hard_decline,upi,medium,1,13,SBI,0
43675.39,duplicate,card,bad,3,47,Axis,0
35275.07,hard_decline,card,bad,1,67,None,1
4351.5,hard_decline,card,good,2,13,SBI,0
32539.61,soft_decline,upi,medium,2,14,None,1
32717.46,timeout,upi,medium,3,16,None,0
47815.44,hard_decline,card,medium,2,51,None,0
250.74,soft_decline,card,good,3,9,None,1
12471.83,duplicate,netbanking,good,2,16,HDFC,0
46396.79,timeout,card,bad,3,7,Axis,1
46613.48,timeout,card,bad,1,1,None,1
36057.26,hard_decline,upi,bad,2,55,None,0
38311.59,hard_decline,card,bad,2,64,None,0
4665.0,soft_decline,card,medium,3,54,SBI,0
25742.4,soft_decline,card,bad,3,68,ICICI,0
11655.99,timeout,upi,medium,3,35,SBI,1
9142.78,hard_decline,card,bad,2,8,Axis,0
40534.13,timeout,netbanking,good,3,13,ICICI,1
6838.4,soft_decline,card,good,1,21,SBI,1
23485.72,hard_decline,upi,bad,3,15,HDFC,0
46935.05,timeout,card,bad,1,40,None,0
9373.02,hard_decline,card,bad,1,66,HDFC,1
48901.87,timeout,upi,bad,3,27,SBI,1
49714.97,duplicate,card,medium,1,28,SBI,0
27825.3,soft_decline,upi,bad,1,64,None,1
8590.12,soft_decline,card,bad,1,27,None,0
15873.63,soft_decline,card,bad,3,31,Axis,0
21282.19,timeout,upi,medium,3,51,Axis,0
15535.28,soft_decline,upi,good,1,10,ICICI,1
14103.72,timeout,card,medium,2,25,HDFC,1
48614.26,hard_decline,netbanking,medium,1,30,ICICI,0
7752.9,timeout,card,bad,3,19,None,0
36693.06,timeout,card,medium,1,68,Axis,0
120.47,hard_decline,card,medium,1,40,None,1
29849.52,hard_decline,card,bad,3,66,None,0
45805.56,soft_decline,card,good,3,43,HDFC,0
14467.91,hard_decline,upi,good,2,59,ICICI,0
9357.75,hard_decline,card,medium,1,6,Axis,0
32618.82,hard_decline,card,medium,1,53,None,0
35658.81,duplicate,netbanking,medium,1,62,None,0
34432.72,duplicate,card,bad,2,12,SBI,0
16033.91,timeout,card,medium,2,32,None,1
12684.9,soft_decline,card,good,1,6,ICICI,1
47800.35,timeout,card,medium,3,29,ICICI,0
46172.65,soft_decline,card,good,1,10,HDFC,0
22920.1,soft_decline,card,medium,1,69,ICICI,1
42325.07,soft_decline,upi,good,1,20,HDFC,1
22670.94,soft_decline,upi,bad,3,31,ICICI,1
21277.01,soft_decline,upi,medium,2,4,ICICI,0
7922.47,hard_decline,upi,good,2,34,HDFC,0
21377.66,duplicate,card,medium,1,46,ICICI,0
26917.11,soft_decline,card,medium,1,11,ICICI,0
1222.97,duplicate,upi,medium,1,36,None,0
22261.24,soft_decline,card,medium,3,43,HDFC,1
39089.68,soft_decline,card,bad,1,21,None,0
34034.3,hard_decline,upi,medium,3,10,HDFC,0
31794.33,timeout,card,medium,1,54,SBI,1
45486.82,soft_decline,upi,bad,1,9,None,0
999.8,soft_decline,card,medium,1,41,Axis,1
27896.67,hard_decline,netbanking,good,2,54,Axis,0
39388.71,soft_decline,upi,good,1,49,ICICI,1
27112.64,timeout,card,bad,1,31,None,1
16262.39,hard_decline,upi,bad,1,67,None,0
6898.9,soft_decline,upi,good,1,17,HDFC,0
44389.4,timeout,upi,medium,3,64,None,0
23591.04,soft_decline,card,good,3,24,ICICI,0
43917.95,timeout,card,medium,1,30,Axis,0
29334.02,timeout,card,good,3,18,SBI,1
33742.19,duplicate,card,good,1,17,None,0
40232.63,hard_decline,netbanking,bad,1,67,HDFC,0
32991.86,timeout,card,medium,3,32,ICICI,0
19962.94,soft_decline,card,good,3,69,HDFC,1
25730.31,timeout,card,bad,1,6,None,1
40171.97,hard_decline,netbanking,bad,2,0,HDFC,0
18745.15,hard_decline,upi,medium,1,58,SBI,0
19467.26,timeout,upi,bad,1,33,Axis,1
4874.94,soft_decline,netbanking,medium,2,51,SBI,0
45737.76,timeout,netbanking,good,3,10,SBI,1
4642.71,timeout,upi,good,2,7,ICICI,1
32445.64,hard_decline,card,medium,1,52,HDFC,0
20718.4,hard_decline,card,good,3,14,ICICI,0
20340.41,soft_decline,upi,medium,2,27,ICICI,1
34009.64,duplicate,card,good,2,13,SBI,0
3447.98,soft_decline,upi,medium,1,57,ICICI,0
29725.92,hard_decline,card,good,2,56,HDFC,0
38624.39,timeout,upi,medium,1,51,HDFC,1
41427.82,duplicate,card,medium,3,36,Axis,0
8609.47,timeout,card,medium,2,1,HDFC,1
44881.21,timeout,upi,medium,3,33,HDFC,1
32841.69,soft_decline,card,bad,3,33,None,0
44104.55,soft_decline,upi,bad,1,57,HDFC,0
24315.51,soft_decline,upi,medium,2,60,HDFC,0
27147.46,timeout,netbanking,medium,3,53,SBI,1
45960.01,timeout,netbanking,medium,2,66,SBI,1
45005.49,timeout,card,good,2,29,None,1
22463.23,timeout,upi,good,2,58,None,0
13793.19,hard_decline,card,medium,2,57,Axis,1
19719.2,soft_decline,card,medium,3,23,HDFC,0
19449.44,soft_decline,upi,good,2,14,SBI,1
14414.66,soft_decline,upi,good,1,21,HDFC,1
13502.12,timeout,card,good,1,31,None,1
43067.04,soft_decline,card,bad,2,41,Axis,0
3586.11,timeout,netbanking,good,2,58,Axis,0
33912.8,timeout,card,good,1,54,SBI,1
8723.72,hard_decline,netbanking,medium,2,4,SBI,0
17290.84,soft_decline,upi,medium,3,40,SBI,0
3171.0,soft_decline,card,medium,2,56,HDFC,1
13571.68,soft_decline,card,medium,2,52,Axis,1
38444.21,timeout,card,medium,3,37,None,0
44262.26,soft_decline,netbanking,bad,2,0,HDFC,0
11154.2,timeout,netbanking,good,3,59,None,0
23231.04,timeout,upi,medium,3,45,None,1
23569.17,soft_decline,card,bad,1,3,None,0
43691.41,timeout,upi,good,1,14,None,1
38163.67,timeout,card,good,2,11,None,1
25702.55,timeout,upi,good,1,0,ICICI,1
33570.29,soft_decline,card,good,2,29,SBI,1
42383.02,soft_decline,netbanking,good,2,5,SBI,1
575.99,soft_decline,upi,good,1,49,HDFC,1
20204.21,soft_decline,card,good,1,1,None,1
45371.43,timeout,netbanking,medium,2,5,Axis,0
37041.62,timeout,card,good,2,37,SBI,1
27187.78,duplicate,card,bad,2,17,None,0
26529.26,soft_decline,card,bad,3,18,ICICI,0
17453.73,soft_decline,upi,medium,2,27,ICICI,1
26073.97,timeout,netbanking,bad,2,11,HDFC,1
32803.62,soft_decline,netbanking,medium,2,51,HDFC,1
20976.32,soft_decline,upi,bad,1,57,HDFC,0
35736.24,hard_decline,card,good,1,21,Axis,1
43075.49,soft_decline,card,bad,3,44,ICICI,0
7818.77,timeout,card,bad,2,61,None,0
22632.2,soft_decline,netbanking,good,2,41,None,1
20460.2,timeout,netbanking,medium,2,66,HDFC,1
34404.49,timeout,card,bad,2,8,None,1
12568.39,soft_decline,upi,medium,2,63,ICICI,1
32048.52,duplicate,upi,medium,2,14,ICICI,0
43886.71,hard_decline,card,good,1,29,None,1
20964.77,duplicate,upi,good,3,25,None,0
45559.68,soft_decline,netbanking,good,1,68,None,0
49658.87,timeout,card,medium,1,21,SBI,1
5393.99,hard_decline,netbanking,medium,1,53,Axis,0
11729.35,timeout,card,bad,3,57,Axis,1
47523.95,timeout,card,medium,2,52,Axis,0
47920.55,hard_decline,card,good,3,18,SBI,0
4975.59,duplicate,netbanking,good,1,33,HDFC,0
848.43,soft_decline,card,bad,1,13,HDFC,0
8138.89,soft_decline,upi,medium,1,21,None,1
49801.04,timeout,upi,bad,1,12,ICICI,0
9081.98,timeout,card,good,2,63,HDFC,1
25177.13,hard_decline,netbanking,medium,1,55,None,0
42436.04,hard_decline,card,medium,1,71,None,0
1118.04,duplicate,netbanking,good,2,41,None,0
30264.0,timeout,card,bad,1,65,ICICI,1
13923.57,soft_decline,upi,medium,2,62,SBI,0
43130.51,soft_decline,upi,medium,3,41,None,0
14244.71,duplicate,netbanking,bad,2,33,Axis,0
34369.11,timeout,card,medium,1,28,ICICI,1
33743.56,duplicate,upi,good,2,25,HDFC,0
11152.53,soft_decline,card,bad,1,22,Axis,0
1836.48,timeout,card,good,1,35,Axis,1
20521.55,timeout,card,bad,3,8,None,0
14530.74,soft_decline,card,bad,1,41,None,0
40467.99,hard_decline,netbanking,good,1,66,HDFC,0
40038.17,timeout,upi,medium,1,6,Axis,1
22905.5,hard_decline,card,good,2,22,None,0
30364.96,timeout,netbanking,medium,1,31,ICICI,0
30252.55,timeout,card,bad,1,22,ICICI,1
41375.19,timeout,upi,good,1,15,SBI,1
21307.62,timeout,netbanking,good,3,68,ICICI,1
13844.79,hard_decline,netbanking,medium,3,12,SBI,0
13325.24,soft_decline,card,medium,2,9,ICICI,0
26855.99,timeout,upi,medium,3,58,SBI,0
22512.5,hard_decline,card,bad,3,1,None,0
22062.03,soft_decline,netbanking,medium,2,51,None,1
4647.75,hard_decline,upi,bad,3,0,None,0
35958.33,soft_decline,upi,good,1,69,SBI,0
10765.46,timeout,card,medium,1,53,HDFC,1
9927.99,soft_decline,upi,medium,1,18,None,1
20696.64,soft_decline,upi,bad,3,27,Axis,0
11466.14,duplicate,upi,medium,2,4,None,0
29234.53,timeout,upi,bad,3,29,HDFC,1
18636.02,timeout,netbanking,bad,2,18,ICICI,0
22500.69,timeout,upi,bad,1,41,ICICI,1
26904.75,timeout,card,medium,2,24,Axis,1
10256.42,timeout,netbanking,medium,1,34,None,1
7872.01,hard_decline,card,medium,3,8,Axis,0
44033.05,duplicate,upi,good,3,38,Axis,0
21742.81,soft_decline,netbanking,bad,2,55,None,0
20663.47,duplicate,card,bad,3,37,ICICI,0
1877.05,hard_decline,netbanking,bad,2,14,ICICI,0
24949.02,hard_decline,upi,medium,3,45,None,0
27753.07,soft_decline,upi,good,3,36,None,1
27986.16,hard_decline,card,medium,3,59,SBI,0
35380.86,timeout,card,medium,2,61,HDFC,1
8956.34,duplicate,netbanking,bad,2,30,HDFC,0
12685.93,duplicate,card,bad,2,29,None,0
40555.45,duplicate,upi,good,3,65,HDFC,0
47363.81,soft_decline,card,medium,1,6,None,1
6883.04,duplicate,card,medium,2,29,Axis,0
24932.71,hard_decline,upi,medium,1,32,None,1
10787.4,timeout,card,medium,2,37,ICICI,1
3097.65,soft_decline,netbanking,good,2,18,HDFC,1
16342.62,hard_decline,upi,good,1,8,HDFC,0
7270.01,duplicate,upi,bad,1,31,None,0
35525.66,duplicate,card,good,3,29,Axis,0
26732.9,timeout,netbanking,bad,1,5,None,1
7277.34,timeout,card,medium,2,60,ICICI,1
561.16,soft_decline,upi,bad,1,36,Axis,0
40427.04,timeout,card,bad,1,70,None,0
8892.1,timeout,card,medium,1,19,SBI,1
30350.21,soft_decline,upi,medium,1,29,None,1
16912.4,soft_decline,upi,medium,3,17,None,1
29315.75,soft_decline,card,good,2,62,Axis,0
15851.12,timeout,card,good,2,60,None,1
4438.28,soft_decline,upi,medium,2,56,None,1
11225.21,hard_decline,card,bad,3,21,ICICI,0
9484.12,soft_decline,card,good,1,48,ICICI,1
21458.17,hard_decline,card,medium,2,17,Axis,0
32948.36,timeout,card,medium,2,60,SBI,1
13263.92,timeout,card,bad,1,67,None,1
702.29,hard_decline,card,good,2,6,ICICI,1
25994.97,hard_decline,upi,good,1,6,ICICI,0
30327.4,soft_decline,card,bad,3,64,HDFC,0
48147.24,timeout,upi,good,2,39,None,1
29514.59,soft_decline,netbanking,medium,2,23,HDFC,0
23611.51,soft_decline,netbanking,medium,1,31,None,0
28712.74,timeout,netbanking,medium,3,9,None,0
46402.24,soft_decline,card,medium,2,8,HDFC,1
41436.07,timeout,card,bad,1,38,HDFC,1
16216.64,soft_decline,netbanking,good,3,2,ICICI,1
11938.99,timeout,card,good,1,68,ICICI,1
13205.42,soft_decline,card,medium,2,6,None,1
25270.61,soft_decline,upi,medium,2,11,Axis,0
37228.07,soft_decline,card,medium,2,22,HDFC,0
